sample	cluster	domain	phylum	class	order	family	genus	species
MGYG000001448	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermabacteraceae	g__Dermabacter	s__Dermabacter hominis
MGYG000001462	2	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_B	s__Helicobacter_B macacae
MGYG000001475	1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Neobacillus	s__Neobacillus rubiinfantis
MGYG000001480	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia polynesiensis
MGYG000001483	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Arachnia	s__Arachnia massiliensis
MGYG000001503	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Fermentimonas	s__Fermentimonas caenicola
MGYG000001506	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Neofamilia	s__Neofamilia massiliensis
MGYG000001522	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia radingae_A
MGYG000001544	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium bouchesdurhonense
MGYG000001554	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium phoceense
MGYG000001609	2	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Cloacibacillus	s__Cloacibacillus porcorum
MGYG000001612	1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus sp900554515
MGYG000001621	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia sp900554605
MGYG000001625	1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Eikenella	s__Eikenella corrodens
MGYG000001647	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__UMGS1781	s__UMGS1781 sp900553695
MGYG000001677	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-452	s__CAG-452 sp000434035
MGYG000001680	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__CAG-552	g__UBA10677	s__UBA10677 sp900553005
MGYG000001772	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__CAG-831	s__CAG-831 sp900550465
MGYG000001774	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__CAG-831	s__CAG-831 sp000432775
MGYG000004905	2	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__RF32	f__UBA3637	g__UBA7488	s__UBA7488 sp002477185
MGYG000001866	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp003447235
MGYG000001881	2	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila_A
MGYG000001883	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__UMGS1781	s__UMGS1781 sp900555075
MGYG000001892	1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__CAG-521	s__
MGYG000001921	2	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__
MGYG000001967	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-492	s__CAG-492 sp900557045
MGYG000001991	2	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-273	s__CAG-273 sp900752335
MGYG000004844	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900754435
MGYG000002027	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__CAG-917	g__HGM11377	s__HGM11377 sp900755035
MGYG000002094	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Atopobiaceae	g__UMGS1418	s__
MGYG000002167	1	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__UBA660	g__UMGS1572	s__UMGS1572 sp900553045
MGYG000002178	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__CAG-617	s__
MGYG000002179	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__CAG-831	s__
MGYG000002201	2	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__	s__
MGYG000002219	1	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellae	o__RFP12	f__UBA1067	g__UBA1731	s__
MGYG000002310	1	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Beijerinckiaceae	g__Microvirga	s__Microvirga massiliensis
MGYG000002326	1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_H	f__Bacillaceae_D	g__Alkalihalobacillus	s__Alkalihalobacillus alcalophilus
MGYG000002378	2	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia sp001580195
MGYG000002404	1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_B	f__DSM-18226	g__Bacillus_BE	s__Bacillus_BE massilionigeriensis
MGYG000002407	1	d__Bacteria	p__Firmicutes	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Cohnella	s__Cohnella sp900169535
MGYG000002452	2	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila_C
MGYG000002453	2	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila_B
MGYG000002454	2	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Verrucomicrobiales	f__Akkermansiaceae	g__Akkermansia	s__Akkermansia muciniphila
MGYG000002486	1	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A varium
MGYG000002541	1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Cardiobacteriales	f__Cardiobacteriaceae	g__Cardiobacterium	s__Cardiobacterium valvarum
MGYG000002555	1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Megasphaeraceae	g__Megasphaera	s__Megasphaera sp902388315
MGYG000002564	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__CAG-831	s__CAG-831 sp902388455
MGYG000004751	1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__CAG-521	s__
MGYG000004893	1	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A sp900555485
MGYG000004673	1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__Veillonella sp900552445
MGYG000004671	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__QAND01	g__UMGS1975	s__UMGS1975 sp900556815
MGYG000002811	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__UMGS1994	s__UMGS1994 sp900556975
MGYG000002894	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Winkia	s__Winkia sp002849225
MGYG000002895	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Lawsonella	s__Lawsonella clevelandensis
MGYG000002897	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Varibaculum	s__Varibaculum cambriense
MGYG000002900	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinomyces	s__Actinomyces urogenitalis
MGYG000002952	3	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	s__Bulleidia sp900554555
MGYG000003027	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900550595
MGYG000003056	1	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A sp900543175
MGYG000003071	1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__
MGYG000004902	1	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__An23	s__An23 sp900545755
MGYG000003125	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium kefirresidentii
MGYG000003130	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Winkia	s__Winkia neuii
MGYG000003132	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Dysgonomonas	s__Dysgonomonas sp900556485
MGYG000003140	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia sp000758755
MGYG000003162	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus_D	s__
MGYG000003186	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Gleimia	s__Gleimia europaea_A
MGYG000003196	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium sp900539985
MGYG000003294	1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas_A	s__
MGYG000003295	2	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__CAG-312	g__CAG-312	s__CAG-312 sp002437405
MGYG000003304	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__Christensenellaceae	g__QANA01	s__
MGYG000003314	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Actinobaculum	s__Actinobaculum massiliense
MGYG000004894	3	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__
MGYG000003380	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Corynebacterium	s__Corynebacterium aurimucosum_E
MGYG000003388	1	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Neisseria	s__Neisseria subflava_C
MGYG000003438	2	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__	s__
MGYG000003501	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__UBA7001	s__UBA7001 sp900768805
MGYG000003509	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UBA737	s__
MGYG000003522	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__UBA1242	g__UBA7862	s__
MGYG000003528	1	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__UBA1407	f__UBA1407	g__CAAGGB01	s__CAAGGB01 sp900769285
MGYG000003531	1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__ISO4-G1	s__
MGYG000003549	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__Borkfalkiaceae	g__UBA1259	s__UBA1259 sp900769565
MGYG000003558	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__QALW01	g__UMGS1322	s__UMGS1322 sp900769815
MGYG000003560	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Monoglobales	f__Monoglobaceae	g__UMGS1820	s__UMGS1820 sp900769795
MGYG000003570	1	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Treponematales	f__Treponemataceae	g__Treponema_D	s__Treponema_D sp900769985
MGYG000003576	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__DTU089	s__
MGYG000003601	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__HGM12713	s__HGM12713 sp900770605
MGYG000003614	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotellamassilia	s__Prevotellamassilia sp004552865
MGYG000003646	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__Borkfalkiaceae	g__UBA1259	s__UBA1259 sp900771345
MGYG000003650	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__UBA1786	s__UBA1786 sp900771425
MGYG000003666	1	d__Bacteria	p__Cyanobacteria	c__Vampirovibrionia	o__Gastranaerophilales	f__Gastranaerophilaceae	g__UBA6984	s__
MGYG000003716	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Lawsonella	s__
MGYG000003749	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__JABCPO02	s__
MGYG000003756	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Varibaculum	s__Varibaculum massiliense
MGYG000003792	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Brevibacteriaceae	g__Brevibacterium	s__
MGYG000003919	1	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium_A	s__Fusobacterium_A sp900555845
MGYG000003965	2	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__Victivallaceae	g__UMGS1518	s__
MGYG000003974	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-452	s__CAG-452 sp900770415
MGYG000004032	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__UMGS1690	s__
MGYG000004080	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Arcanobacterium_A	s__
MGYG000004170	1	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__UBA660	g__CAG-710	s__
MGYG000004178	2	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__UMGS1781	s__UMGS1781 sp900553365
MGYG000004195	2	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__CAG-492	s__
MGYG000004221	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__Borkfalkiaceae	g__UMGS621	s__UMGS621 sp900543915
MGYG000004245	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__CAG-138	g__SFEL01	s__SFEL01 sp004557245
MGYG000004311	2	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__UMGS1781	s__UMGS1781 sp900554635
MGYG000004314	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Varibaculum	s__Varibaculum timonense
MGYG000004390	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Bacteroidaceae	g__Prevotella	s__Prevotella sp002265625
MGYG000004406	1	d__Bacteria	p__Firmicutes	c__Bacilli	o__RF39	f__UBA660	g__CAG-877	s__
MGYG000004439	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__UMGS1810	f__UMGS1810	g__	s__
MGYG000004461	1	d__Bacteria	p__Verrucomicrobiota	c__Lentisphaeria	o__Victivallales	f__UBA1829	g__	s__
MGYG000004465	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__CAG-831	s__
MGYG000004476	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__Borkfalkiaceae	g__UBA1259	s__
MGYG000004540	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__CAG-508	g__UMGS1754	s__UMGS1754 sp900554815
MGYG000004559	2	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__CAG-831	s__
MGYG000004564	2	d__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__An23	s__An23 sp900544635
MGYG000004566	1	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Actinomycetaceae	g__Pauljensenia	s__Pauljensenia cardiffensis
MGYG000004710	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG000004734	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__HGM11417	g__	s__
MGYG000004782	1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella_A	s__
MGYG000004858	1	d__Bacteria	p__Firmicutes_C	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Veillonella	s__
MGYG000000328	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-272	s__CAG-272 sp900556615
MGYG000000366	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-382	g__UMGS882	s__UMGS882 sp900757905
MGYG000000368	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp004553495
MGYG000000371	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-390	s__CAG-390 sp003523225
MGYG000000397	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG000000405	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-390	s__CAG-390 sp000437015
MGYG000000463	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-841	s__CAG-841 sp000437375
MGYG000000476	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-382	g__UMGS882	s__UMGS882 sp900546385
MGYG000000477	2	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__UBA1234	g__UBA1234	s__UBA1234 sp900753135
MGYG000000597	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Senegalimassilia	s__
MGYG000000609	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__TANB77	f__UBA1234	g__UBA1234	s__
MGYG000000611	1	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Senegalimassilia	s__Senegalimassilia faecalis
MGYG000000643	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Senegalimassilia	s__
MGYG000000647	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-272	g__CAG-390	s__CAG-390 sp900753295
MGYG000000651	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__CAG-170 sp002404795
MGYG000000654	3	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__MX-02	s__MX-02 sp006954405
MGYG000000723	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__CAG-177	s__CAG-177 sp003514385
MGYG000000729	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp900545805
MGYG000000730	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__CAG-138	g__Phil1	s__Phil1 sp001940855
MGYG000000755	2	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__Campylobacter sp013416015
MGYG000000875	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__CAG-138	g__CAG-1024	s__CAG-1024 sp000432015
MGYG000000884	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp900317855
MGYG000000894	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__CAG-382	g__UMGS1307	s__UMGS1307 sp900550505
MGYG000000897	1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__Methanomassiliicoccus_A	s__
MGYG000000904	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900553415
MGYG000004709	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__QAMX01	g__QAMX01	s__QAMX01 sp003149835
MGYG000001033	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__UBA1390	g__UBA1390	s__
MGYG000001037	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Acutalibacteraceae	g__DTU089	s__DTU089 sp002440045
MGYG000001067	1	d__Bacteria	p__Firmicutes_B	c__Peptococcia	o__Peptococcales	f__Peptococcaceae	g__UMGS1590	s__UMGS1590 sp900553245
MGYG000001124	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp900757285
MGYG000001132	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__CAG-138	g__UBA1685	s__UBA1685 sp002320595
MGYG000001136	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp900543625
MGYG000001137	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__
MGYG000001171	1	d__Bacteria	p__Firmicutes_B	c__Peptococcia	o__Peptococcales	f__Peptococcaceae	g__UMGS1590	s__UMGS1590 sp900759105
MGYG000001233	1	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__CAG-1427	s__
MGYG000001387	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Senegalimassilia	s__Senegalimassilia anaerobia
MGYG000001495	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus jeddahensis
MGYG000001505	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Kallipyga	s__Kallipyga gabonensis
MGYG000001565	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-103	s__CAG-103 sp900757655
MGYG000001636	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella sp002232035
MGYG000001638	1	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Slackia_A	s__Slackia_A sp900555495
MGYG000001650	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__F23-B02	s__F23-B02 sp900760205
MGYG000001675	1	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__CAG-138	g__UBA1685	s__UBA1685 sp900546845
MGYG000001686	3	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__DNF00809	s__DNF00809 sp900604965
MGYG000001754	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-110	s__CAG-110 sp900752285
MGYG000001816	1	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__QAMH01	g__CACZQA01	s__CACZQA01 sp902783175
MGYG000001841	1	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__CAG-170	s__
MGYG000001888	2	d__Bacteria	p__Firmicutes_A	c__Clostridia_A	o__Christensenellales	f__Borkfalkiaceae	g__UMGS775	s__
